,Edad,Género,Horas_de_uso _de_la_tecnología,Horas_de_uso_de_las_redes_sociales,Horas_de_juego,Horas_de_tiempo_en_pantalla,Estado_de_salud_mental,Nivel_de_estrés,Horas_de_sueño,Horas_de_actividad_física,Acceso_a_sistemas_de_soporte,Impacto_en_el_entorno_laboral
7673,19,Mujer,1.48,0.98,3.36,5.63,Neutral,Medio,6.74,2.81,Si,Positivo
7674,51,Hombre,10.52,7.87,4.24,10.27,Mala,Medio,8.32,8.23,No,Neutral
7676,26,Mujer,11.51,4.52,4.0,14.24,Mala,Medio,4.53,3.92,No,Negativo
7677,65,Mujer,2.55,1.36,0.01,4.0,Neutral,Bajo,4.77,1.02,No,Negativo
7678,44,Mujer,5.3,5.73,1.6,11.22,Excelente,Bajo,5.53,3.08,No,Positivo
7679,20,Otro,7.07,5.29,3.73,9.44,Buena,Medio,4.36,4.9,Si,Negativo
7680,41,Otro,3.32,2.23,1.47,8.39,Mala,Medio,7.14,1.56,No,Neutral
7681,47,Hombre,9.55,4.78,2.74,3.04,Mala,Medio,5.87,6.63,Si,Neutral
7685,29,Otro,7.41,0.01,4.81,9.59,Neutral,Bajo,5.56,2.53,No,Negativo
7687,35,Otro,7.67,5.79,2.5259352591682034,6.37,Excelente,Alto,7.85,7.68,No,Neutral
7688,64,Mujer,11.94,2.24,0.28,2.98,Buena,Alto,7.03,2.37,No,Negativo
7689,39,Mujer,3.7,3.93,4.06,6.3,Mala,Bajo,6.42,1.78,Si,Neutral
7690,60,Otro,6.79,5.67,2.3,12.39,Mala,Alto,7.78,8.01,Si,Negativo
7693,34,Hombre,9.01,0.94,3.12,10.83,Buena,Medio,7.29,5.07,Si,Positivo
7694,40,Mujer,11.28,4.26,0.22,12.86,Mala,Alto,5.34,0.93,No,Negativo
7697,28,Mujer,1.5,6.71,4.14,9.62,Neutral,Alto,5.65,0.03,Si,Negativo
7698,52,Hombre,4.66,1.63,3.02,10.21,Buena,Bajo,8.34,2.09,Si,Neutral
7699,33,Otro,9.03,2.58,2.22,4.44,Neutral,Bajo,6.12,8.89,Si,Neutral
7700,50,Mujer,7.6,1.71,4.1,2.0,Neutral,Bajo,7.09,3.61,Si,Negativo
7702,46,Otro,1.33,6.68,1.53,3.37,Buena,Bajo,6.6,6.06,Si,Neutral
7703,63,Hombre,5.9,1.15,3.73,8.86,Neutral,Alto,5.32,1.72,No,Positivo
7704,29,Hombre,1.23,3.59,3.92,4.47,Mala,Bajo,7.27,4.51,Si,Negativo
7707,33,Hombre,3.08,7.32,0.15,8.02,Buena,Bajo,7.26,3.46,No,Positivo
7708,55,Mujer,9.9,4.56,3.97,7.965271254230335,Neutral,Bajo,8.84,6.47,Si,Negativo
7709,23,Otro,6.443269288803943,1.82,4.77,11.59,Mala,Alto,8.88,9.33,Si,Neutral
7710,21,Otro,7.69,2.61,0.33,6.22,Neutral,Alto,8.08,5.55,Si,Positivo
7711,36,Mujer,1.05,1.89,0.23,7.73,Mala,Medio,4.12,7.88,No,Positivo
7712,63,Otro,11.62,7.77,0.25,2.24,Neutral,Alto,7.66,4.63,No,Negativo
7714,30,Mujer,2.75,1.42,0.46,9.46,Mala,Alto,6.99,8.46,Si,Negativo
7715,31,Otro,1.97,4.68,1.11,14.03,Buena,Medio,4.27,5.26,Si,Positivo
7716,20,Otro,2.75,6.84,0.42,14.85,Mala,Alto,4.35,6.22,No,Positivo
7717,61,Hombre,1.12,6.17,3.84,11.19,Neutral,Medio,7.07,7.07,Si,Positivo
7718,36,Hombre,2.8,4.0,2.0,14.33,Buena,Alto,6.67,5.59,Si,Negativo
7719,32,Hombre,4.75,2.44,2.19,8.07,Excelente,Medio,4.48,5.89,Si,Negativo
7721,54,Mujer,3.51,6.84,1.56,3.86,Buena,Medio,6.1,1.64,No,Positivo
7723,34,Hombre,2.45,1.62,0.97,14.15,Excelente,Bajo,6.03,2.03,Si,Positivo
7724,33,Hombre,5.96,2.12,0.55,5.24,Excelente,Medio,7.72,0.4,No,Negativo
7725,57,Mujer,6.11,7.65,0.75,3.18,Buena,Medio,5.36,0.8,No,Negativo
7726,20,Otro,10.12,6.95,1.87,11.76,Buena,Bajo,5.41,0.75,Si,Neutral
7727,65,Mujer,11.7,1.79,1.99,4.93,Buena,Alto,7.83,4.69,No,Positivo
7728,44,Hombre,9.41,5.17,4.15,10.33,Excelente,Medio,7.04,3.34,No,Positivo
7730,43,Mujer,5.72,2.23,0.88,1.25,Buena,Medio,6.78,6.01,Si,Negativo
7733,29,Mujer,10.7,6.4,2.01,5.85,Excelente,Medio,7.7,4.52,No,Neutral
7734,57,Otro,6.01,5.61,0.52,9.85,Neutral,Medio,6.65,3.06,No,Positivo
7736,45,Hombre,7.61,2.09,1.67,14.65,Mala,Alto,4.01,9.69,No,Negativo
7738,51,Otro,2.12,3.52,3.84,13.21,Mala,Bajo,4.29,2.49,No,Negativo
7739,19,Otro,5.19,4.97,1.5,14.58,Excelente,Alto,5.23,7.01,No,Positivo
7740,43,Otro,6.94,5.64,3.85,11.73,Mala,Bajo,4.82,9.31,No,Positivo
7742,64,Hombre,9.99,7.42,1.94,9.58,Neutral,Medio,7.64,2.63,No,Negativo
7743,52,Mujer,9.89,7.31,3.62,11.52,Excelente,Medio,6.500054364240411,6.94,Si,Neutral
7744,28,Hombre,11.78,5.98,2.44,7.4,Excelente,Alto,5.57,9.25,No,Neutral
7745,39,Hombre,9.78,4.82,2.06,8.26,Mala,Medio,5.74,5.5,No,Neutral
7746,62,Otro,9.16,5.66,2.63,7.43,Buena,Alto,5.28,3.24,No,Neutral
7747,47,Hombre,6.62,3.66,2.77,9.09,Excelente,Medio,6.87,6.8,No,Positivo
7748,25,Hombre,5.92,4.78,3.29,7.15,Excelente,Medio,7.56,8.4,No,Positivo
7749,48,Mujer,7.06,5.19,4.03,6.82,Excelente,Bajo,7.51,4.69,Si,Positivo
7750,65,Hombre,6.26,5.91,0.68,5.68,Buena,Bajo,5.18,6.32,Si,Negativo
7751,35,Mujer,9.11,5.88,3.52,1.09,Neutral,Medio,6.44,6.86,Si,Positivo
7752,47,Hombre,8.05,2.26,2.37,7.13,Excelente,Medio,4.65,7.17,No,Negativo
7753,48,Mujer,3.83,0.0,2.25,9.06,Neutral,Bajo,7.74,1.51,No,Neutral
7754,31,Hombre,3.02,2.26,1.4,14.65,Neutral,Bajo,7.18,6.03,No,Positivo
7755,18,Hombre,11.98,7.57,0.49,13.45,Neutral,Medio,6.08,9.56,Si,Neutral
7756,24,Hombre,10.22,5.45,0.14,10.83,Mala,Alto,4.7,8.38,No,Neutral
7757,47,Otro,10.13,0.43,4.34,8.1,Excelente,Bajo,5.81,6.01,No,Positivo
7758,44,Hombre,4.99,4.2,2.84,13.65,Excelente,Medio,5.35,1.08,No,Negativo
7759,42,Mujer,11.09,5.23,0.91,6.34,Excelente,Bajo,5.59,3.91,Si,Positivo
7760,33,Hombre,7.69,5.18,3.73,3.05,Buena,Bajo,6.78,3.71,No,Positivo
7761,21,Hombre,7.46,4.13,2.5,10.2,Excelente,Alto,5.13,6.62,Si,Negativo
7767,21,Otro,1.71,5.19,2.6,13.93,Excelente,Bajo,8.29,5.41,Si,Negativo
7768,26,Otro,11.84,5.92,2.55,7.965271254230335,Buena,Alto,6.78,2.77,No,Neutral
7769,37,Mujer,2.86,5.6,1.53,2.73,Neutral,Medio,5.56,4.33,Si,Positivo
7770,62,Hombre,5.52,6.79,0.02,5.6,Buena,Alto,5.11,7.68,No,Negativo
7771,48,Otro,1.96,3.55,3.54,6.86,Buena,Alto,7.13,4.39,No,Positivo
7772,26,Otro,2.62,2.48,1.39,4.44,Buena,Medio,6.500054364240411,0.77,No,Negativo
7773,37,Otro,6.48,1.43,1.07,8.06,Buena,Medio,4.18,8.37,Si,Neutral
7774,48,Otro,7.06,3.36,2.68,5.78,Excelente,Alto,8.48,7.36,No,Positivo
7776,54,Mujer,4.9,3.95,0.07,12.09,Neutral,Medio,6.63,2.82,No,Positivo
7777,48,Mujer,7.87,6.29,3.67,12.94,Neutral,Medio,4.57,6.4,No,Negativo
7778,63,Mujer,7.1,4.87,0.17,9.3,Neutral,Medio,4.17,6.06,No,Neutral
7780,39,Hombre,6.25,6.49,3.16,1.74,Buena,Bajo,7.58,8.64,No,Neutral
7781,34,Hombre,9.53,0.26,0.57,11.49,Mala,Bajo,4.22,7.64,Si,Negativo
7782,29,Hombre,4.99,4.7,0.68,13.64,Buena,Bajo,8.21,4.5,No,Negativo
7783,58,Hombre,3.64,5.87,3.74,11.86,Neutral,Medio,7.63,1.24,No,Negativo
7784,59,Hombre,2.55,1.65,1.16,14.67,Excelente,Medio,8.67,0.55,Si,Positivo
7785,52,Hombre,10.41,0.84,3.87,11.12,Excelente,Alto,8.42,6.23,No,Neutral
7786,18,Mujer,9.57,4.75,4.0,12.93,Mala,Alto,4.4,9.55,Si,Negativo
7787,48,Hombre,6.22,0.81,1.87,4.23,Neutral,Alto,5.14,9.3,No,Neutral
7788,33,Mujer,6.92,2.41,4.72,10.1,Neutral,Bajo,6.54,8.42,No,Neutral
7790,30,Otro,7.55,1.15,4.44,1.73,Excelente,Alto,7.82,4.32,No,Negativo
7791,26,Hombre,2.73,1.38,0.56,6.93,Buena,Alto,7.45,3.67,No,Negativo
7793,22,Mujer,11.78,1.65,1.88,14.97,Mala,Medio,6.94,7.48,No,Neutral
7794,55,Mujer,3.11,6.86,0.9,14.09,Mala,Alto,6.81,5.1,No,Negativo
7795,22,Hombre,11.98,0.86,3.57,9.11,Excelente,Bajo,5.79,0.98,No,Neutral
7796,23,Hombre,7.9,3.37,2.48,10.82,Mala,Alto,5.48,8.11,No,Positivo
7797,41,Mujer,10.49,1.08,4.57,13.07,Excelente,Medio,8.54,4.36,No,Positivo
7799,41,Hombre,8.68,0.41,0.92,4.43,Mala,Bajo,4.6,3.92,Si,Positivo
7800,65,Otro,2.93,2.84,4.43,3.33,Neutral,Medio,8.95,8.62,No,Neutral
7802,48,Otro,4.62,0.11,3.06,3.4,Neutral,Alto,6.58,8.89,Si,Neutral
7804,25,Mujer,1.67,7.32,1.21,3.17,Neutral,Alto,4.92,7.82,No,Neutral
7805,64,Mujer,6.19,4.54,1.73,9.15,Excelente,Alto,4.49,7.77,Si,Positivo
7806,32,Otro,5.55,1.38,0.68,11.75,Mala,Medio,5.79,9.89,Si,Negativo
7807,24,Mujer,6.28,5.27,1.24,4.87,Mala,Alto,4.62,8.38,No,Positivo
7808,40,Mujer,9.05,0.05,3.03,9.13,Neutral,Alto,4.75,9.47,Si,Positivo
7810,25,Hombre,3.15,2.61,4.64,6.21,Excelente,Bajo,8.26,2.64,No,Positivo
7811,43,Otro,8.68,5.78,1.38,8.24,Mala,Medio,8.71,1.06,Si,Positivo
7812,30,Mujer,10.32,6.99,3.94,12.93,Buena,Bajo,8.0,3.75,No,Negativo
7813,25,Otro,6.11,6.62,1.13,6.73,Mala,Alto,8.92,9.71,No,Neutral
7814,46,Otro,6.88,7.58,3.82,6.55,Neutral,Alto,8.19,9.8,Si,Negativo
7815,60,Otro,6.75,0.33,2.5259352591682034,9.63,Mala,Medio,8.51,2.51,Si,Positivo
7816,63,Hombre,6.89,7.44,3.82,1.17,Buena,Medio,7.63,2.0,No,Positivo
7817,50,Hombre,2.55,1.68,0.55,1.63,Mala,Bajo,8.93,3.48,No,Neutral
7818,57,Otro,6.41,6.64,1.08,11.62,Neutral,Medio,7.63,2.87,Si,Neutral
7819,58,Hombre,10.18,7.31,4.2,2.68,Mala,Medio,4.84,6.21,Si,Neutral
7820,58,Otro,5.86,0.35,2.54,4.91,Mala,Alto,4.86,8.14,No,Negativo
7821,51,Mujer,2.98,3.28,2.85,7.965271254230335,Mala,Alto,7.95,2.15,Si,Negativo
7822,46,Hombre,9.84,6.5,1.51,8.84,Mala,Bajo,5.84,4.82,Si,Positivo
7823,38,Mujer,2.9,3.59,0.18,5.59,Neutral,Medio,8.83,6.44,No,Positivo
7825,44,Hombre,10.42,7.41,2.19,3.73,Excelente,Alto,6.01,3.73,No,Positivo
7826,59,Hombre,2.36,7.02,3.03,5.81,Excelente,Alto,7.7,9.25,Si,Neutral
7827,29,Mujer,2.92,3.78,4.59,12.42,Buena,Bajo,8.7,5.15,No,Positivo
7830,25,Otro,3.31,3.7,4.15,6.35,Mala,Bajo,6.65,9.93,No,Negativo
7831,25,Mujer,1.21,4.99,2.9,1.04,Buena,Bajo,8.19,5.1,No,Neutral
7832,48,Mujer,4.4,2.04,4.18,7.12,Buena,Alto,4.64,5.19,Si,Neutral
7833,37,Otro,3.1,1.24,1.47,11.53,Buena,Medio,4.66,3.8,No,Negativo
7834,26,Mujer,10.01,6.56,1.01,14.07,Mala,Medio,7.92,0.18,No,Neutral
7835,32,Otro,3.95,7.08,0.4,12.87,Neutral,Bajo,5.98,5.94,No,Neutral
7836,32,Mujer,11.24,1.6,2.57,11.62,Buena,Alto,6.67,1.09,No,Neutral
7837,51,Otro,9.13,1.31,1.39,9.74,Neutral,Alto,8.23,9.15,No,Neutral
7838,44,Mujer,3.84,5.26,1.46,13.29,Excelente,Bajo,4.19,5.46,No,Neutral
7840,21,Otro,3.66,5.06,4.97,2.98,Excelente,Medio,5.53,2.68,No,Negativo
7841,63,Otro,5.17,0.59,2.7,14.72,Mala,Medio,8.12,3.16,Si,Negativo
7842,29,Hombre,2.1,1.51,0.23,7.965271254230335,Buena,Medio,4.08,8.24,No,Positivo
7843,36,Otro,4.64,7.03,2.06,7.965271254230335,Buena,Alto,5.83,9.99,No,Negativo
7844,32,Hombre,11.69,5.27,2.43,9.44,Buena,Alto,7.15,4.18,Si,Negativo
7845,39,Hombre,2.35,7.03,3.78,4.45,Neutral,Bajo,6.88,6.71,Si,Negativo
7847,38,Otro,6.77,1.18,3.96,11.54,Neutral,Bajo,4.05,9.39,No,Negativo
7848,49,Hombre,11.86,1.71,0.94,2.41,Excelente,Bajo,8.16,2.96,No,Negativo
7850,30,Mujer,4.75,3.63,2.96,6.32,Mala,Alto,7.34,4.35,No,Positivo
7851,21,Mujer,6.97,7.58,2.35,7.36,Buena,Medio,5.51,9.69,Si,Negativo
7852,35,Mujer,8.35,3.91,1.11,13.78,Excelente,Bajo,4.5,5.1,No,Positivo
7854,21,Hombre,8.15,0.1,4.25,10.29,Buena,Bajo,8.18,9.43,No,Positivo
7856,19,Otro,10.26,6.14,1.82,5.99,Buena,Bajo,8.57,8.74,Si,Neutral
7858,62,Hombre,3.06,3.68,3.51,4.18,Mala,Bajo,6.14,4.78,No,Positivo
7859,43,Mujer,1.06,4.1,3.01,6.83,Excelente,Alto,6.34,8.39,Si,Neutral
7861,62,Otro,3.14,5.05,1.17,13.97,Excelente,Medio,6.23,4.74,Si,Negativo
7862,65,Hombre,7.54,3.64,4.31,7.45,Neutral,Alto,8.5,6.78,No,Negativo
7863,59,Otro,8.31,4.06,4.01,11.38,Buena,Alto,7.73,8.96,Si,Neutral
7864,41,Mujer,4.57,2.48,3.49,4.15,Excelente,Medio,5.8,8.7,No,Neutral
7865,42,Mujer,8.74,4.11,0.52,13.45,Neutral,Alto,7.58,3.88,No,Neutral
7866,33,Hombre,9.12,2.99,2.6,3.1,Neutral,Bajo,4.95,5.49,No,Positivo
7867,39,Hombre,8.41,6.29,4.06,6.6,Buena,Bajo,4.77,2.13,Si,Negativo
7868,45,Mujer,2.83,1.58,2.5259352591682034,12.49,Buena,Medio,7.62,6.66,No,Positivo
7871,23,Mujer,10.19,1.22,2.13,3.02,Buena,Medio,7.81,9.32,Si,Negativo
7872,26,Hombre,10.07,3.89,1.25,2.74,Excelente,Alto,5.53,8.12,Si,Neutral
7873,59,Hombre,11.63,7.28,3.88,14.48,Buena,Medio,5.61,9.14,Si,Neutral
7874,35,Mujer,3.78,2.56,2.59,12.99,Mala,Bajo,6.15,2.74,Si,Positivo
7875,39,Otro,6.97,2.78,4.38,8.28,Excelente,Alto,7.52,7.19,Si,Negativo
7876,55,Mujer,7.35,1.18,3.96,3.93,Mala,Alto,6.500054364240411,5.58,No,Positivo
7877,54,Otro,3.1,0.12,0.84,14.95,Excelente,Bajo,6.4,4.23,Si,Neutral
7879,31,Otro,9.59,5.32,2.11,9.03,Buena,Medio,8.74,8.72,No,Negativo
7881,61,Mujer,3.28,7.61,3.55,11.95,Buena,Alto,5.71,0.21,Si,Neutral
7882,28,Otro,6.443269288803943,6.17,0.98,10.91,Buena,Alto,7.53,7.44,Si,Negativo
7883,50,Hombre,6.95,0.76,1.16,1.54,Buena,Bajo,8.65,0.35,No,Positivo
7884,43,Otro,8.55,3.31,0.16,1.49,Buena,Medio,8.58,1.04,Si,Neutral
7886,39,Otro,5.73,6.47,4.72,11.91,Neutral,Medio,7.0,5.21,No,Neutral
7887,36,Mujer,4.89,1.9,2.52,3.31,Mala,Medio,4.71,5.005510655408122,Si,Neutral
7888,38,Otro,1.14,0.15,0.46,8.74,Buena,Bajo,4.1,3.32,No,Neutral
7890,42,Otro,11.33,3.4,3.81,6.03,Buena,Alto,8.09,5.29,Si,Neutral
7891,40,Hombre,4.84,3.99,2.14,11.42,Mala,Bajo,6.54,9.23,Si,Positivo
7892,41,Hombre,1.68,6.02,0.39,1.8,Neutral,Alto,5.08,6.39,Si,Positivo
7893,49,Mujer,1.87,6.49,2.5259352591682034,11.38,Buena,Medio,8.07,7.65,Si,Neutral
7894,30,Otro,9.97,2.79,2.52,8.23,Neutral,Bajo,8.19,2.61,Si,Neutral
7895,43,Hombre,1.51,1.52,0.65,8.06,Excelente,Bajo,7.21,3.9,Si,Positivo
7896,44,Otro,1.58,4.2,2.21,2.71,Mala,Medio,7.33,6.43,Si,Neutral
7898,36,Hombre,2.98,1.08,0.03,11.3,Excelente,Alto,8.18,4.87,No,Negativo
7899,44,Hombre,10.33,7.14,3.64,6.99,Excelente,Medio,8.64,6.12,Si,Positivo
7900,37,Hombre,8.94,7.59,0.1,9.89,Excelente,Bajo,4.26,3.18,No,Negativo
7901,23,Otro,10.98,0.06,3.88,7.95,Mala,Medio,7.81,4.89,Si,Negativo
7902,50,Mujer,2.58,1.57,3.92,12.3,Excelente,Alto,4.62,2.87,Si,Negativo
7903,43,Hombre,6.81,1.38,0.41,8.35,Mala,Bajo,4.01,6.12,Si,Positivo
7904,36,Otro,3.93,5.12,2.86,13.07,Neutral,Bajo,5.03,5.36,Si,Negativo
7905,64,Mujer,8.82,6.86,0.66,4.2,Excelente,Alto,8.6,5.16,No,Neutral
7907,24,Hombre,10.42,1.17,4.21,13.31,Mala,Alto,5.4,3.62,Si,Positivo
7908,56,Mujer,2.93,1.9,3.97,3.75,Neutral,Alto,5.34,5.16,No,Negativo
7910,42,Hombre,10.58,3.82,4.6,7.36,Buena,Alto,8.95,3.53,No,Positivo
7911,33,Mujer,6.75,3.87,0.9,1.06,Mala,Alto,8.44,2.94,No,Neutral
7912,43,Otro,11.32,0.41,2.94,3.19,Buena,Alto,5.38,1.8,No,Neutral
7913,34,Otro,3.28,5.33,2.75,4.88,Neutral,Alto,8.06,0.01,No,Negativo
7915,58,Hombre,8.23,1.86,2.92,6.07,Mala,Alto,8.48,3.18,No,Neutral
7919,37,Otro,7.69,7.42,0.07,12.22,Mala,Medio,8.75,1.75,No,Neutral
7920,60,Mujer,2.04,2.82,0.71,4.95,Excelente,Bajo,5.9,4.93,Si,Positivo
7922,60,Otro,8.7,4.45,1.86,14.71,Buena,Alto,6.97,8.01,Si,Neutral
7924,58,Otro,3.27,2.05,4.11,2.12,Mala,Alto,7.31,0.46,No,Negativo
7925,56,Otro,10.54,0.43,3.61,12.22,Buena,Medio,4.41,8.66,Si,Negativo
7926,39,Hombre,8.45,3.52,3.79,10.04,Mala,Alto,8.67,4.38,No,Neutral
7929,52,Mujer,2.44,2.12,0.62,6.46,Mala,Alto,4.71,8.55,Si,Positivo
7932,41,Mujer,2.17,3.87,3.37,4.56,Excelente,Medio,6.27,4.14,Si,Neutral
7933,22,Otro,6.63,6.63,1.28,14.51,Mala,Medio,7.22,0.44,Si,Negativo
7934,33,Mujer,7.61,6.24,0.14,12.14,Buena,Medio,8.99,6.82,No,Neutral
7935,46,Mujer,9.13,6.44,0.76,2.61,Mala,Alto,5.82,4.55,Si,Negativo
7936,59,Mujer,9.07,4.05,1.86,1.2,Excelente,Bajo,6.16,8.9,No,Negativo
7937,55,Otro,1.06,0.23,4.19,12.86,Buena,Medio,8.75,5.82,Si,Positivo
7938,35,Hombre,9.23,5.84,0.98,1.72,Mala,Alto,5.25,7.33,No,Negativo
7939,18,Otro,7.31,5.32,2.02,5.72,Neutral,Bajo,6.51,7.68,Si,Neutral
7940,49,Hombre,10.27,4.25,1.59,12.9,Buena,Bajo,8.69,5.26,No,Negativo
7941,45,Mujer,1.54,4.25,4.73,7.48,Mala,Bajo,7.44,6.99,No,Negativo
7943,24,Hombre,8.05,7.36,0.97,5.45,Excelente,Bajo,8.32,3.41,Si,Neutral
7944,42,Hombre,7.9,7.19,3.6,12.09,Mala,Bajo,5.49,3.37,Si,Negativo
7947,44,Otro,11.01,5.78,3.21,12.83,Buena,Alto,7.16,1.7,No,Neutral
7949,58,Otro,11.83,6.58,3.41,2.3,Mala,Medio,6.37,7.74,No,Positivo
7950,28,Otro,8.89,7.68,2.62,2.56,Excelente,Alto,5.31,5.41,Si,Neutral
7952,27,Otro,3.65,0.18,4.49,9.84,Mala,Alto,5.67,2.46,Si,Neutral
7953,39,Mujer,8.28,7.76,2.85,10.85,Neutral,Medio,7.29,3.66,Si,Positivo
7954,33,Otro,5.43,6.71,3.79,7.83,Neutral,Medio,4.36,3.41,No,Positivo
7955,27,Mujer,5.72,3.94,1.93,4.84,Mala,Alto,6.98,8.57,Si,Negativo
7957,22,Otro,9.94,7.42,3.85,3.34,Excelente,Medio,5.71,0.35,Si,Neutral
7958,32,Mujer,9.06,4.43,0.4,5.57,Mala,Bajo,6.85,2.67,No,Positivo
7959,36,Hombre,7.99,7.87,2.54,7.965271254230335,Neutral,Medio,8.62,9.74,Si,Negativo
7960,41,Mujer,9.69,0.47,3.6,10.52,Buena,Bajo,8.61,8.06,No,Negativo
7961,19,Otro,6.0,0.94,2.52,1.76,Buena,Alto,8.71,8.83,Si,Negativo
7962,54,Hombre,5.51,5.91,4.15,14.81,Neutral,Bajo,5.17,5.61,No,Positivo
7963,56,Otro,10.58,7.01,1.47,3.57,Mala,Bajo,7.0,7.2,Si,Neutral
7964,62,Otro,10.28,4.6,2.95,12.12,Mala,Bajo,7.71,4.94,Si,Neutral
7965,40,Hombre,11.86,4.85,3.58,8.07,Excelente,Medio,7.41,0.83,Si,Neutral
7966,21,Hombre,1.93,4.91,1.16,4.43,Excelente,Medio,7.79,2.52,Si,Negativo
7967,37,Otro,11.99,6.87,2.62,11.96,Neutral,Alto,6.49,2.91,No,Neutral
7968,35,Hombre,6.94,6.33,1.74,2.06,Excelente,Alto,8.88,5.14,No,Neutral
7969,43,Otro,10.28,1.72,1.95,9.63,Mala,Medio,6.93,0.52,Si,Positivo
7970,35,Mujer,2.72,5.54,4.82,2.13,Excelente,Bajo,5.24,0.88,No,Positivo
7973,29,Hombre,11.88,6.05,1.04,4.53,Mala,Medio,5.08,5.64,Si,Positivo
7974,65,Mujer,4.69,0.27,0.24,6.09,Excelente,Medio,8.97,1.91,No,Positivo
7975,43,Otro,2.46,1.3,0.69,4.33,Mala,Alto,8.72,6.39,Si,Positivo
7976,31,Mujer,2.01,6.06,2.26,5.93,Neutral,Alto,4.5,5.84,No,Positivo
7977,31,Otro,7.56,6.45,3.31,7.03,Buena,Alto,7.23,8.04,Si,Negativo
7978,33,Hombre,7.82,3.92,4.17,14.2,Buena,Alto,5.12,5.005510655408122,Si,Positivo
7979,19,Hombre,5.15,1.58,4.55,1.49,Neutral,Bajo,7.68,0.6,Si,Positivo
7980,21,Hombre,4.96,2.11,3.72,11.24,Mala,Medio,7.67,6.17,Si,Negativo
7981,60,Mujer,11.66,4.16,0.92,2.09,Neutral,Medio,8.39,9.07,No,Positivo
7982,18,Otro,1.75,5.4,3.81,4.29,Mala,Bajo,5.24,0.96,Si,Negativo
7983,36,Hombre,6.27,1.9,2.58,2.63,Mala,Alto,6.65,9.65,Si,Negativo
7984,47,Mujer,3.65,4.71,0.65,12.6,Buena,Bajo,6.64,6.21,Si,Neutral
7985,21,Otro,1.53,0.63,3.05,5.85,Mala,Alto,4.28,2.84,Si,Neutral
7986,25,Hombre,2.99,6.01,0.55,5.74,Buena,Bajo,8.58,7.6,No,Positivo
7987,52,Otro,10.71,1.6,2.47,13.58,Buena,Medio,5.52,4.88,No,Negativo
7988,62,Hombre,10.09,5.69,3.47,2.74,Neutral,Medio,5.42,8.68,Si,Positivo
7989,29,Hombre,3.63,0.44,4.18,3.12,Excelente,Alto,6.6,5.15,No,Negativo
7990,38,Mujer,5.99,1.7,0.44,6.6,Mala,Medio,4.3,4.1,No,Negativo
7991,57,Otro,2.54,0.61,2.7,11.02,Neutral,Alto,5.92,8.4,No,Neutral
7992,65,Mujer,6.56,3.04,2.77,3.9,Mala,Medio,5.93,5.32,No,Positivo
7993,49,Otro,3.84,2.36,2.5259352591682034,8.5,Excelente,Medio,7.42,6.62,No,Neutral
7997,35,Hombre,11.04,3.4,3.51,10.02,Mala,Medio,8.83,0.75,No,Positivo
7998,63,Hombre,7.51,6.29,0.03,12.9,Buena,Bajo,4.08,0.52,Si,Negativo
8001,28,Otro,1.2,7.61,1.64,1.83,Neutral,Alto,8.33,0.81,No,Positivo
8004,54,Otro,9.86,3.87,0.52,6.18,Neutral,Medio,6.23,9.09,No,Neutral
8005,28,Otro,4.77,5.47,3.65,9.08,Excelente,Bajo,8.89,9.83,No,Positivo
8006,47,Otro,10.63,1.67,4.1,3.26,Excelente,Medio,5.1,6.87,Si,Negativo
8007,50,Mujer,9.21,0.89,4.49,3.97,Excelente,Bajo,7.22,5.53,Si,Negativo
8008,21,Mujer,3.95,4.72,3.94,11.37,Neutral,Medio,7.68,9.22,Si,Negativo
8009,45,Mujer,11.65,6.08,3.86,7.965271254230335,Excelente,Medio,7.84,8.66,No,Neutral
8010,43,Hombre,11.2,1.19,3.62,8.16,Buena,Bajo,7.38,0.56,Si,Neutral
8013,31,Otro,7.63,0.2,0.84,6.83,Excelente,Bajo,6.02,5.99,Si,Positivo
8014,58,Hombre,10.69,3.26,0.87,11.8,Buena,Alto,6.18,2.55,Si,Positivo
8015,21,Otro,3.4,5.47,2.9,5.31,Neutral,Bajo,6.01,5.52,Si,Negativo
8016,55,Hombre,1.73,1.94,0.99,8.44,Excelente,Medio,8.17,4.22,Si,Negativo
8019,50,Otro,6.85,6.46,4.5,11.38,Excelente,Alto,4.05,3.57,Si,Negativo
8021,30,Mujer,6.02,3.971435469268686,4.83,4.34,Buena,Alto,5.98,2.79,Si,Negativo
8022,27,Otro,4.09,7.79,3.3,5.44,Buena,Medio,7.85,7.62,No,Neutral
8023,24,Mujer,6.48,0.46,4.56,5.7,Neutral,Alto,6.57,9.26,Si,Neutral
8024,19,Otro,5.63,4.4,0.55,4.15,Buena,Medio,4.18,0.25,Si,Negativo
8025,62,Otro,8.49,3.64,1.76,5.43,Buena,Alto,6.32,8.91,Si,Negativo
8027,26,Otro,10.88,3.93,1.41,4.49,Excelente,Medio,8.08,4.39,Si,Negativo
8028,44,Otro,7.84,1.42,4.8,8.92,Mala,Alto,5.89,0.76,No,Neutral
8029,63,Otro,8.04,1.95,2.47,4.57,Excelente,Alto,6.18,1.27,Si,Negativo
8031,45,Mujer,1.92,3.73,3.49,6.92,Neutral,Medio,5.03,5.26,No,Neutral
8033,54,Otro,2.77,3.79,1.87,8.57,Neutral,Bajo,7.91,9.9,No,Neutral
