User_ID,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
USER-05095,51.0,Male,1.34,5.46,4.1,5.55,Good,High,4.18,6.85,Yes,Neutral,
USER-05096,39.0,Female,10.78,4.4,1.09,9.16,Excellent,Medium,7.86,6.17,Yes,Negative,
USER-05097,26.0,Female,5.62,4.67,3.8,1.58,Excellent,High,8.82,9.63,Yes,Negative,
USER-05098,54.0,Male,11.09,0.74,4.8,11.28,Poor,High,5.65,3.34,Yes,Positive,
USER-05099,28.0,Male,4.8,1.0,3.27,1.58,Fair,Low,4.86,0.39,Yes,Neutral,
USER-05100,34.0,Female,9.53,3.86,1.88,2.8,Fair,High,4.85,8.67,Yes,Positive,
USER-05101,38.0,Female,7.23,1.4,3.2,11.86,Poor,High,4.04,0.84,invalid,Positive,
USER-05102,50.0,Female,9.3,2.62,4.7,7.29,Poor,Medium,7.25,2.12,Yes,Neutral,
USER-05103,31.0,Other,11.55,6.48,2.42,6.55,Fair,Medium,4.57,5.04,Yes,Positive,
USER-05104,30.0,Male,8.18,2.27,2.28,12.83,Poor,Low,4.78,3.09,No,Positive,
USER-05105,26.0,Female,9.7,4.98,3.95,8.7,Good,High,6.03,8.15,No,Negative,
USER-05106,37.0,Female,4.78,3.24,4.88,1.54,Good,Low,5.91,1.84,No,Positive,
USER-05107,32.0,Other,8.43,0.3,4.52,13.17,Excellent,Low,6.03,4.48,No,Negative,
USER-05108,35.0,Male,6.46,5.9,0.95,11.61,Fair,Medium,8.49,9.82,Yes,Neutral,
USER-05109,62.0,Other,1.37,1.23,3.58,4.02,Good,Medium,8.62,1.42,Yes,Negative,
USER-05110,22.0,Male,11.35,6.76,3.2,5.99,Good,High,4.71,0.72,Yes,Negative,
USER-05111,49.0,Female,7.42,4.12,0.06,6.48,Poor,Low,8.29,0.78,No,Positive,
USER-05112,50.0,Other,7.64,6.95,2.19,11.11,Excellent,High,6.94,8.25,No,Positive,
USER-05113,47.0,Other,10.64,2.42,1.65,2.04,Fair,High,7.87,4.65,No,Positive,
USER-05114,63.0,Other,7.79,6.2,2.8,13.45,Good,Medium,4.47,9.52,No,Neutral,
USER-05115,52.0,Other,3.3,1.95,0.9,1.33,Excellent,High,7.72,2.8,No,Neutral,
USER-05116,57.0,Other,2.79,1.31,1.27,7.88,Excellent,Low,5.2,5.79,Yes,Positive,
USER-05117,20.0,Female,invalid,5.8,2.32,11.23,Poor,invalid,5.44,0.98,Yes,Positive,
USER-05118,49.0,Other,7.94,0.31,0.55,11.24,,High,6.44,4.59,No,Neutral,
USER-05119,59.0,Male,7.68,0.75,0.82,14.69,Fair,Medium,4.59,8.01,No,Negative,
USER-05120,47.0,Male,7.42,2.93,3.11,3.15,Poor,High,7.32,1.36,No,Neutral,
USER-05121,50.0,Other,10.13,5.96,0.52,1.16,Good,High,5.69,7.29,,Positive,
USER-05122,47.0,Other,6.89,6.65,2.72,12.35,Poor,Medium,5.81,7.68,Yes,Neutral,
USER-05123,20.0,Male,8.89,7.91,3.4,3.58,Poor,,5.45,1.97,Yes,Neutral,
USER-05124,63.0,Female,1.5,7.92,2.84,3.84,Fair,High,6.31,1.51,No,Negative,
USER-05125,41.0,Male,9.02,7.97,0.58,7.36,Fair,High,invalid,4.03,No,Neutral,
USER-05126,46.0,Other,9.11,3.53,2.38,1.48,Poor,Medium,5.12,7.71,Yes,Positive,
USER-05127,27.0,Other,7.24,2.35,0.88,10.74,Fair,Low,5.16,0.15,No,Neutral,
USER-05128,32.0,Other,3.02,2.34,3.94,6.31,Poor,invalid,4.33,1.62,Yes,Negative,
USER-05129,40.0,Female,9.14,1.47,2.26,6.9,Excellent,High,5.03,9.04,Yes,Negative,
USER-05130,41.0,Male,3.92,0.94,0.31,13.96,Good,High,4.86,7.59,Yes,Negative,
USER-05131,48.0,Male,9.93,0.78,3.04,12.87,Poor,High,6.79,6.21,No,Neutral,
USER-05132,58.0,Female,4.18,2.43,3.94,14.21,Good,Low,7.58,0.11,Yes,Positive,
USER-05133,62.0,Female,3.25,5.63,3.07,,Excellent,High,4.23,9.26,Yes,Neutral,
USER-05134,29.0,Other,2.1,6.13,1.79,1.98,invalid,Medium,6.78,0.02,No,Neutral,
USER-05135,50.0,Other,7.21,4.38,1.22,1.72,Poor,High,7.62,2.86,No,Positive,
USER-05136,34.0,Male,4.12,7.18,0.01,8.96,Excellent,Medium,8.92,4.59,No,invalid,
USER-05137,27.0,Female,4.94,3.14,4.9,11.43,Good,High,4.34,4.97,No,invalid,
USER-05138,23.0,Other,7.74,2.94,3.33,6.15,Good,Low,4.41,4.86,No,Neutral,
USER-05139,24.0,Other,2.93,7.04,2.34,6.77,Fair,Low,7.36,8.67,Yes,invalid,
USER-05140,33.0,Other,11.37,6.91,4.16,3.17,Poor,Medium,4.96,8.64,Yes,Negative,
USER-05141,34.0,Female,2.15,2.24,2.23,1.29,Good,High,7.63,7.8,Yes,Positive,
USER-05142,47.0,Other,2.79,0.32,1.89,2.69,Fair,Low,4.56,8.96,Yes,Neutral,
USER-05143,64.0,Other,2.98,2.58,4.98,2.81,Poor,Low,8.46,0.29,No,Negative,
USER-05144,31.0,Male,11.69,4.61,2.22,13.97,Fair,Low,7.85,2.36,No,Positive,
USER-05145,28.0,Other,1.63,1.96,0.45,5.39,Fair,High,4.96,1.72,No,Neutral,
USER-05146,38.0,Other,3.16,1.46,3.96,5.5,Good,Low,6.37,4.08,No,Positive,
invalid,45.0,Male,9.17,1.12,4.98,14.32,Fair,Low,6.88,9.45,No,Negative,
USER-05148,32.0,Female,11.04,2.58,3.44,4.62,Fair,High,7.15,1.99,Yes,Negative,
invalid,29.0,Male,8.96,2.7,3.87,4.86,Excellent,Medium,8.72,6.44,No,Negative,
USER-05150,59.0,Other,1.88,5.39,3.02,1.38,Excellent,Medium,8.75,3.49,No,Negative,
USER-05151,65.0,Other,10.84,2.79,4.17,13.39,Fair,,7.42,3.16,Yes,Neutral,
USER-05152,55.0,Female,2.43,0.92,4.43,,Good,invalid,5.51,2.57,Yes,Positive,
USER-05153,45.0,Male,11.56,7.93,0.18,4.12,Good,Medium,5.53,7.24,No,Neutral,
USER-05154,31.0,Female,2.17,0.3,2.81,8.48,Excellent,High,5.3,2.4,No,Negative,
USER-05155,47.0,Other,1.81,0.09,0.0,14.05,Fair,Low,8.42,4.47,No,Neutral,
USER-05156,59.0,invalid,9.05,3.46,4.82,6.39,Excellent,High,5.41,6.28,Yes,Positive,
USER-05157,38.0,Other,11.54,0.27,3.88,4.31,Excellent,invalid,6.85,7.33,No,Neutral,
USER-05158,49.0,Other,5.74,7.37,4.42,7.35,Poor,Low,4.54,1.62,Yes,Negative,
USER-05159,30.0,Other,6.5,5.73,3.07,13.11,Good,Low,4.79,1.69,Yes,Positive,
USER-05160,41.0,Other,8.08,7.7,,3.8,Excellent,High,,1.19,Yes,Neutral,
USER-05161,40.0,Other,5.59,,3.56,8.34,Poor,Medium,4.22,1.65,No,Negative,
USER-05162,43.0,Male,2.4,2.23,4.18,4.25,Good,Low,4.49,7.55,No,Neutral,
USER-05163,35.0,Other,7.4,0.84,1.4,14.42,Good,High,4.95,7.79,No,Neutral,
USER-05164,20.0,Other,11.39,5.51,1.04,4.62,Fair,High,7.92,3.75,No,Neutral,
USER-05165,40.0,Female,7.93,3.5,4.44,2.93,Poor,Medium,6.09,9.88,Yes,Positive,
USER-05166,45.0,Female,9.71,7.61,2.66,3.99,Fair,invalid,8.77,0.2,No,Positive,
USER-05167,32.0,Male,11.15,7.05,2.22,5.51,Poor,Medium,5.88,7.74,No,Positive,
USER-05168,55.0,Male,11.83,5.59,3.17,7.19,Excellent,High,8.18,7.52,No,Positive,
USER-05169,63.0,Female,6.81,1.35,0.04,7.74,Excellent,Medium,7.21,0.95,Yes,Positive,
USER-05170,44.0,Male,1.95,5.59,3.46,2.5,Good,Medium,6.03,6.14,No,Neutral,
USER-05171,65.0,Other,10.95,0.17,0.07,1.85,Good,Low,8.25,8.92,No,Positive,
USER-05172,65.0,Other,6.14,0.39,,13.06,Fair,Medium,7.99,0.88,Yes,Positive,
USER-05173,34.0,Female,2.11,1.17,1.35,3.67,Fair,Low,6.14,4.28,Yes,Negative,
USER-05174,45.0,Female,3.93,invalid,4.55,4.74,Excellent,Medium,8.96,0.88,Yes,Neutral,
USER-05175,24.0,Male,5.11,4.92,2.84,14.19,Excellent,High,8.03,7.69,No,Neutral,
USER-05176,44.0,Male,2.13,0.75,4.9,1.45,Poor,Low,4.03,2.28,No,Positive,
USER-05177,40.0,Male,1.82,4.93,2.32,11.72,Fair,High,6.76,6.12,invalid,Negative,
USER-05178,57.0,Male,2.27,0.15,2.21,9.17,Fair,Low,7.29,9.08,No,Positive,
USER-05179,52.0,Other,3.38,1.32,3.32,7.36,Good,High,5.06,5.29,No,Neutral,
USER-05180,63.0,Female,2.91,5.24,4.7,9.04,Excellent,Low,7.2,4.71,Yes,Negative,
USER-05181,51.0,Other,10.15,0.01,0.56,2.77,Fair,Low,8.72,invalid,Yes,Positive,
USER-05182,32.0,Male,7.07,0.77,4.49,8.25,Good,High,6.83,0.29,Yes,Positive,
USER-05183,29.0,Other,1.98,0.64,1.97,8.26,Good,Medium,6.64,invalid,No,Neutral,
USER-05184,38.0,Male,1.84,2.6,3.5,12.23,Good,Medium,7.12,9.98,No,Negative,
USER-05185,19.0,Female,8.29,7.18,3.42,4.99,Fair,Medium,7.42,8.04,Yes,,
USER-05186,64.0,Female,4.98,2.78,0.24,9.79,Fair,Medium,5.55,6.98,invalid,Neutral,
USER-05187,29.0,Other,6.02,0.04,4.95,6.64,Fair,High,7.38,4.03,Yes,Positive,
USER-05188,19.0,Female,10.94,5.17,2.87,12.57,Poor,Low,5.5,1.86,No,Neutral,
USER-05189,50.0,Female,1.19,0.12,2.71,11.09,Fair,Medium,4.87,0.63,No,Neutral,
USER-05190,38.0,Female,5.21,3.01,3.34,2.12,Poor,Low,4.87,3.57,Yes,Neutral,
USER-05191,65.0,Other,9.96,5.83,0.69,9.03,Fair,invalid,8.85,4.64,invalid,Negative,
USER-05192,48.0,Other,7.63,4.35,1.08,10.94,Good,High,4.81,1.89,No,Positive,
USER-05193,24.0,Male,,6.77,3.47,5.81,Excellent,High,4.75,6.72,No,Neutral,
USER-05194,24.0,Male,1.52,3.0,1.45,9.63,Poor,High,6.39,9.39,No,Neutral,
USER-05195,21.0,Other,3.46,1.21,1.55,2.52,Good,High,5.82,3.22,No,Negative,
USER-05196,42.0,Other,,3.69,3.14,7.34,Fair,Medium,7.31,invalid,Yes,Positive,
USER-05197,61.0,Male,3.43,2.06,2.88,14.4,Good,Low,,3.92,No,Positive,
USER-05198,48.0,Male,3.97,3.27,4.11,2.08,Good,Low,8.92,3.09,No,Negative,
USER-05199,37.0,Female,8.56,5.02,4.18,6.09,Poor,Low,5.0,5.78,No,Neutral,
USER-05200,33.0,Female,7.96,2.35,4.27,1.24,Excellent,Medium,8.72,6.66,,Negative,
USER-05201,20.0,Male,10.41,5.65,4.85,13.58,Poor,High,5.34,5.93,,Neutral,
USER-05202,63.0,Female,11.42,3.09,2.14,8.49,Poor,Low,7.8,7.82,invalid,Negative,
USER-05203,27.0,Male,10.38,5.1,1.72,8.47,Poor,High,5.96,7.21,invalid,Positive,
USER-05204,27.0,Male,4.61,1.83,2.37,14.19,Fair,High,6.88,8.65,Yes,Neutral,
USER-05205,65.0,invalid,7.23,5.98,1.77,4.78,Excellent,Low,4.27,2.68,invalid,Neutral,
USER-05206,36.0,Male,5.93,3.0,4.49,,Excellent,Low,invalid,5.96,No,Negative,
USER-05207,18.0,Other,3.93,7.67,4.52,4.44,Excellent,invalid,4.41,0.14,Yes,Neutral,
USER-05208,53.0,invalid,5.85,0.91,3.93,7.93,Poor,Medium,6.47,9.18,invalid,Neutral,
USER-05209,43.0,Other,5.73,4.04,4.81,13.03,Poor,Medium,7.98,3.79,Yes,Neutral,
USER-05210,29.0,Male,4.67,4.27,0.68,8.73,Good,High,6.03,0.12,No,Positive,
USER-05211,50.0,Male,11.75,3.59,2.89,1.45,Poor,Medium,7.24,1.24,No,Positive,
USER-05212,37.0,Male,7.47,0.55,,5.16,Poor,Low,4.56,3.38,Yes,Negative,
invalid,28.0,Other,3.8,3.74,1.85,6.68,Poor,Low,8.76,8.57,Yes,Negative,
USER-05214,22.0,Female,5.05,3.54,4.72,2.87,Fair,Medium,8.61,1.33,No,Positive,
USER-05215,18.0,Female,3.35,7.2,3.35,6.76,Good,Medium,8.25,4.8,Yes,Positive,
USER-05216,48.0,,11.83,2.21,3.18,2.09,Poor,invalid,4.59,8.37,Yes,Neutral,
USER-05217,49.0,Female,9.56,7.27,0.69,15.0,Excellent,Low,4.72,8.0,Yes,Positive,
USER-05218,29.0,Female,8.36,1.57,3.79,12.52,Poor,Low,5.4,1.42,Yes,Neutral,
USER-05219,60.0,Female,6.51,5.71,2.67,10.3,Poor,High,8.82,6.16,No,Positive,
USER-05220,30.0,Male,5.52,4.37,4.71,11.6,Poor,Low,4.61,5.68,No,Negative,
USER-05221,59.0,Other,10.8,3.78,4.12,4.06,Excellent,Low,8.16,3.45,No,Negative,
invalid,40.0,Female,10.92,6.08,0.85,12.42,Excellent,High,6.08,3.15,No,Neutral,
USER-05223,62.0,,10.01,7.49,4.56,11.11,Fair,Medium,8.19,3.63,No,Negative,
USER-05224,43.0,Male,10.53,5.63,2.68,1.62,Excellent,High,4.88,0.55,No,Neutral,
USER-05225,34.0,Male,3.66,,0.35,12.63,Fair,Medium,invalid,4.16,Yes,Neutral,
USER-05226,63.0,Other,4.19,invalid,2.34,2.75,Good,High,8.24,9.09,No,Negative,
USER-05227,44.0,Other,5.38,6.64,2.79,3.8,Poor,High,8.55,6.77,No,Neutral,
USER-05228,53.0,Female,5.78,2.21,3.96,4.61,Poor,Medium,6.83,9.17,No,Positive,
USER-05229,58.0,Other,4.72,5.87,0.84,10.5,Poor,Low,6.44,6.31,No,Negative,
USER-05230,26.0,Female,10.53,0.3,0.58,12.04,Fair,High,8.55,1.79,Yes,Negative,
USER-05231,39.0,Male,8.87,6.58,1.76,7.17,Poor,Low,7.07,5.76,Yes,Neutral,
USER-05232,43.0,Other,5.24,5.94,3.01,9.48,Fair,High,5.86,3.71,Yes,Neutral,
USER-05233,18.0,Female,9.45,1.81,1.82,5.13,Poor,invalid,4.29,3.62,No,Positive,
USER-05234,invalid,Female,invalid,2.05,3.24,7.9,Good,Medium,7.32,9.49,Yes,Negative,
USER-05235,21.0,Male,1.16,7.64,2.29,2.84,Poor,High,6.28,7.14,Yes,Neutral,
USER-05236,31.0,Female,9.81,3.99,3.94,8.35,Excellent,High,7.21,6.81,Yes,Neutral,
USER-05237,28.0,Other,2.24,4.35,0.14,5.88,Fair,Low,7.58,3.29,Yes,Negative,
USER-05238,25.0,Female,1.69,3.24,3.77,8.14,Fair,High,4.92,2.62,Yes,invalid,
USER-05239,51.0,Male,9.54,7.1,3.87,10.47,Good,High,5.45,invalid,No,Negative,
USER-05240,46.0,Other,2.64,3.02,1.89,10.11,Excellent,High,7.8,4.01,Yes,Negative,
USER-05241,55.0,Male,2.25,2.13,3.47,10.58,Fair,Medium,4.67,8.53,No,Positive,
USER-05242,65.0,Male,1.6,7.94,1.7,,Excellent,High,4.19,4.44,Yes,Positive,
USER-05243,53.0,,6.42,0.15,3.93,6.06,Excellent,Medium,4.34,2.36,No,,
USER-05244,48.0,Other,5.29,2.98,3.77,3.19,Good,Medium,5.87,8.58,No,Positive,
USER-05245,31.0,Male,8.61,3.03,4.04,11.4,Poor,Low,4.26,7.2,No,Negative,
USER-05246,29.0,Other,2.83,1.94,1.34,7.14,Fair,High,8.86,0.99,Yes,Neutral,
USER-05247,28.0,Other,10.59,4.66,,14.3,Fair,Medium,4.14,1.87,No,Negative,
USER-05248,34.0,Female,6.11,6.65,0.89,5.72,Excellent,Low,7.7,0.35,Yes,Positive,
USER-05249,52.0,Female,11.06,1.08,2.35,6.68,Fair,High,7.85,6.02,No,Negative,
USER-05250,54.0,Other,9.55,4.03,1.38,11.78,Excellent,Medium,6.36,9.99,Yes,Negative,
USER-05251,21.0,Female,3.2,7.43,1.22,6.25,Fair,Medium,7.26,0.06,Yes,Neutral,
USER-05252,43.0,Male,8.51,3.47,4.39,14.39,Poor,High,8.23,8.13,No,Neutral,
USER-05253,33.0,Other,invalid,0.31,1.74,14.44,Fair,Low,7.94,6.09,Yes,Positive,
USER-05254,36.0,Female,5.8,1.46,3.36,2.6,Excellent,High,5.87,3.95,Yes,Positive,
USER-05255,46.0,Female,7.43,1.4,1.07,6.61,Fair,Medium,7.14,9.61,No,Neutral,
USER-05256,25.0,Other,2.18,6.63,4.03,13.44,Good,invalid,,3.35,No,Neutral,
USER-05257,29.0,Male,6.61,0.43,3.0,5.29,Excellent,High,6.93,7.62,No,Positive,
USER-05258,28.0,Male,11.48,3.56,4.84,4.94,Good,Low,6.7,7.49,No,Positive,
USER-05259,64.0,Male,1.58,6.56,4.97,10.71,Excellent,Medium,5.5,0.41,No,Positive,
USER-05260,42.0,invalid,7.47,1.34,4.02,4.56,Fair,Medium,4.58,5.6,Yes,Neutral,
USER-05261,19.0,Female,3.14,4.4,2.28,4.06,Excellent,High,4.17,7.92,No,Neutral,
USER-05262,42.0,Female,8.22,1.06,2.0,2.09,Fair,Low,7.66,1.22,Yes,Negative,
USER-05263,62.0,Other,8.09,3.09,4.31,9.14,Poor,Low,8.22,2.24,Yes,Positive,
USER-05264,28.0,Other,4.97,1.23,0.61,5.08,Good,Medium,5.5,4.56,Yes,Neutral,
USER-05265,23.0,Female,3.78,0.64,0.43,8.36,Good,Medium,4.7,7.86,Yes,Neutral,
USER-05266,32.0,Female,4.51,0.02,4.72,4.28,Excellent,High,6.31,3.65,No,Positive,
USER-05267,63.0,Female,6.69,3.11,3.48,11.13,Poor,Low,4.56,5.6,Yes,Positive,
USER-05268,26.0,Male,7.32,3.72,4.51,2.01,Poor,Low,8.45,4.22,No,Negative,
USER-05269,48.0,Other,5.86,7.51,4.75,13.45,Fair,Medium,5.14,6.64,No,Positive,
USER-05270,26.0,Other,1.02,invalid,0.47,,Poor,Medium,8.76,7.96,Yes,Negative,
,47.0,Male,10.89,5.48,1.6,8.6,Poor,High,7.38,1.76,No,Negative,
USER-05272,35.0,Male,2.08,2.21,2.96,7.37,Fair,Low,4.94,1.66,invalid,Negative,
USER-05273,44.0,Female,1.1,0.92,1.34,13.34,Good,Low,7.85,2.91,No,Neutral,
USER-05274,26.0,Female,6.84,4.21,2.46,5.94,Excellent,Low,6.81,2.26,No,Positive,
USER-05275,65.0,Female,2.45,2.29,4.51,3.83,Fair,Medium,,2.74,No,Negative,
USER-05276,41.0,Female,8.82,4.69,0.25,10.06,Good,Medium,7.33,6.0,Yes,Negative,
USER-05277,18.0,Female,11.28,4.95,4.17,7.1,Poor,Medium,4.95,3.39,Yes,Negative,
USER-05278,54.0,Other,1.38,7.42,0.84,12.4,Good,High,4.67,0.45,Yes,Positive,
USER-05279,27.0,Other,6.36,7.9,2.46,7.29,Excellent,High,8.84,9.06,Yes,Neutral,
USER-05280,63.0,Male,4.61,3.76,1.74,14.54,Excellent,Low,4.13,4.21,No,Positive,
USER-05281,56.0,Male,8.92,6.77,2.16,8.95,Poor,Medium,5.43,9.53,Yes,Neutral,
USER-05282,44.0,Other,1.51,3.39,3.26,7.59,Fair,High,8.92,0.84,Yes,Positive,
USER-05283,63.0,Male,1.51,4.0,2.75,12.27,Fair,High,4.9,1.45,Yes,Negative,
USER-05284,40.0,Male,5.3,2.55,1.0,5.54,Good,High,6.39,9.09,Yes,Negative,
USER-05285,51.0,Male,8.09,4.14,2.77,14.66,Excellent,Medium,5.14,4.55,Yes,Neutral,
USER-05286,55.0,Female,10.32,4.48,4.0,2.06,Excellent,High,5.26,9.51,Yes,Negative,
USER-05287,54.0,Female,9.17,1.48,4.81,5.82,Poor,invalid,6.79,9.76,Yes,Positive,
USER-05288,61.0,Male,9.99,3.47,1.77,9.89,Poor,High,5.07,1.09,No,invalid,
USER-05289,49.0,Other,11.72,3.46,1.37,13.45,Excellent,Low,5.54,5.08,Yes,Neutral,
USER-05290,24.0,Other,6.18,0.77,2.95,10.74,Fair,Low,7.45,1.0,Yes,Negative,
USER-05291,48.0,Female,1.52,7.64,0.69,9.59,Excellent,High,7.38,7.49,Yes,Positive,
USER-05292,25.0,Female,4.46,5.21,3.59,2.06,Good,invalid,4.94,7.34,,Negative,
USER-05293,47.0,Other,11.89,1.75,2.82,6.8,Fair,High,4.32,6.58,No,Neutral,
USER-05294,55.0,Male,2.96,2.34,2.97,5.03,Poor,High,5.63,3.24,Yes,Positive,
USER-05295,42.0,Other,8.4,0.99,1.07,,Poor,Low,7.93,6.83,Yes,Positive,
USER-05296,64.0,Male,6.01,3.84,0.22,6.07,Excellent,Medium,4.94,7.17,Yes,Neutral,
USER-05297,45.0,Male,6.26,0.77,0.65,9.12,Fair,Medium,6.47,5.83,Yes,Positive,
USER-05298,21.0,Male,7.51,0.54,0.57,7.98,Excellent,Medium,8.35,6.84,No,Neutral,
USER-05299,52.0,Other,6.97,6.02,0.91,4.76,Excellent,High,5.03,8.25,invalid,Neutral,
USER-05300,19.0,Other,5.26,,4.32,6.53,Excellent,High,7.62,0.69,Yes,Negative,
USER-05301,34.0,Other,5.18,1.53,4.52,12.98,Excellent,Medium,7.51,3.0,Yes,Negative,
USER-05302,24.0,Male,6.6,0.49,4.75,9.19,Excellent,Low,4.06,6.06,No,Positive,
USER-05303,18.0,Male,4.37,1.68,4.39,11.77,Poor,,6.68,4.94,Yes,Negative,
USER-05304,28.0,Female,7.44,7.14,2.99,11.2,Fair,High,5.06,6.36,Yes,Negative,
USER-05305,49.0,Female,3.57,4.49,3.76,10.92,Excellent,Low,invalid,0.18,No,invalid,
USER-05306,20.0,Other,8.49,4.49,2.84,11.91,Good,Low,6.17,8.11,No,Positive,
USER-05307,23.0,Female,5.93,1.79,1.46,2.9,Poor,High,5.43,4.41,No,Positive,
USER-05308,32.0,Female,11.48,1.63,2.27,14.92,Excellent,High,8.16,0.96,Yes,Positive,
USER-05309,38.0,Other,3.92,5.07,2.38,6.77,Fair,Low,5.11,2.27,No,Neutral,
USER-05310,27.0,Female,6.25,1.44,1.83,7.11,Good,Medium,5.54,2.22,No,Positive,
USER-05311,40.0,Male,10.36,7.32,3.34,14.81,Good,Low,invalid,3.65,No,Positive,
USER-05312,52.0,Female,3.36,7.7,2.24,1.19,Fair,Low,8.49,1.5,No,Neutral,
USER-05313,64.0,Male,2.66,1.52,3.87,4.94,Good,Medium,4.32,9.58,Yes,Neutral,
USER-05314,60.0,Female,7.75,5.71,1.01,14.69,Excellent,High,5.68,9.93,No,Negative,
USER-05315,34.0,Male,8.4,3.33,2.31,2.55,Excellent,High,5.41,3.48,Yes,Positive,
USER-05316,20.0,Male,6.09,7.38,3.28,5.05,Excellent,High,8.54,0.9,No,Positive,
USER-05317,33.0,Male,2.81,4.3,2.07,7.49,Poor,Low,5.54,2.91,No,Neutral,
USER-05318,18.0,Female,7.91,2.96,4.6,6.54,Fair,invalid,7.28,1.16,No,Neutral,
USER-05319,35.0,Female,4.81,0.6,1.55,6.25,Poor,High,6.84,5.54,Yes,Positive,
USER-05320,23.0,Other,2.25,7.49,4.12,5.45,Good,Medium,8.8,8.39,Yes,Positive,
USER-05321,30.0,Male,9.12,0.44,2.21,12.97,Fair,Medium,8.18,6.21,Yes,Neutral,
USER-05322,54.0,Female,5.52,0.9,2.08,10.18,Poor,Medium,8.42,invalid,No,Positive,
USER-05323,65.0,Female,4.31,6.17,,13.17,Poor,High,6.74,0.42,No,Positive,
USER-05324,22.0,Other,4.25,7.73,2.2,10.44,Excellent,High,4.94,1.78,No,Positive,
USER-05325,invalid,Female,8.16,0.85,3.08,10.69,Fair,Low,invalid,6.79,Yes,Negative,
USER-05326,28.0,Female,6.66,2.67,4.09,14.28,Good,Medium,6.01,1.7,No,Negative,
USER-05327,60.0,Female,7.09,2.6,3.12,4.76,Good,Low,6.39,5.79,Yes,Neutral,
USER-05328,36.0,Other,4.98,1.06,1.66,12.24,Excellent,Low,4.74,6.99,No,Negative,
USER-05329,59.0,Female,5.84,5.84,3.23,5.14,invalid,Low,7.64,3.13,No,Negative,
USER-05330,33.0,Female,10.01,6.31,2.41,2.36,Poor,Low,4.09,6.91,Yes,Negative,
USER-05331,29.0,Other,11.78,1.94,3.12,7.09,Good,High,,3.6,Yes,Negative,
USER-05332,19.0,Male,1.56,2.24,2.82,2.97,Excellent,Low,8.26,7.65,No,Positive,
USER-05333,33.0,Other,1.11,1.26,4.3,2.29,Good,High,8.0,2.28,No,Negative,
USER-05334,48.0,Female,3.98,7.29,2.0,6.65,Poor,Medium,,0.37,Yes,Positive,
USER-05335,26.0,Other,6.4,0.94,1.05,4.27,Excellent,Medium,5.49,8.51,No,Negative,
USER-05336,18.0,Female,3.29,7.89,1.84,10.85,Good,High,8.97,1.49,No,Neutral,
USER-05337,63.0,Other,2.32,5.91,3.97,3.58,Good,Low,7.85,2.35,No,Negative,
USER-05338,36.0,Male,3.47,3.45,0.17,13.7,Fair,High,7.35,3.41,Yes,Neutral,
USER-05339,38.0,Male,9.35,3.35,2.61,10.34,Excellent,Medium,8.96,8.23,Yes,Negative,
USER-05340,42.0,Male,5.53,6.79,3.99,8.91,Fair,High,7.84,3.19,No,Positive,
USER-05341,27.0,Male,6.22,5.53,2.67,3.28,Good,High,5.98,9.79,No,Negative,
USER-05342,42.0,Other,1.29,7.76,1.23,3.11,Poor,High,7.29,8.32,Yes,Positive,
USER-05343,25.0,Female,11.82,1.11,0.18,3.67,Poor,Medium,8.88,5.75,No,Positive,
invalid,59.0,Male,10.45,5.7,4.28,3.55,Good,High,5.11,5.28,No,Positive,
USER-05345,34.0,Female,,1.89,4.41,,Good,Low,8.16,3.49,No,Negative,
USER-05346,39.0,Female,1.39,3.14,2.58,,Good,Low,8.19,invalid,No,Positive,
USER-05347,56.0,Other,4.64,0.42,4.31,3.23,Excellent,High,6.79,invalid,No,Negative,
USER-05348,51.0,Male,2.93,3.25,4.59,7.06,Excellent,High,6.55,8.13,Yes,Positive,
USER-05349,46.0,Male,8.31,5.12,,12.43,Good,Low,4.85,7.7,Yes,Neutral,
USER-05350,28.0,Female,invalid,5.78,1.33,3.45,Poor,Low,8.34,4.86,No,Negative,
USER-05351,40.0,Male,11.75,5.03,1.28,6.01,Good,Low,5.13,0.14,Yes,Neutral,
USER-05352,34.0,Male,9.87,0.43,4.16,9.76,Excellent,High,4.33,5.35,Yes,Neutral,
USER-05353,53.0,Other,1.79,1.09,4.59,12.05,invalid,Low,7.49,1.01,No,Neutral,
USER-05354,33.0,Male,5.79,1.79,3.4,9.23,Poor,High,8.75,5.09,Yes,Positive,
USER-05355,59.0,Other,9.33,7.38,3.31,3.35,Good,Low,4.5,7.52,No,Positive,
USER-05356,62.0,Male,6.19,7.94,2.08,6.32,Good,Medium,5.48,7.41,No,Negative,
USER-05357,54.0,Female,10.19,1.1,0.61,12.03,Poor,Medium,4.16,4.47,No,Neutral,
USER-05358,58.0,Other,7.24,3.13,1.2,7.6,Fair,Medium,4.32,2.25,No,Neutral,
USER-05359,23.0,Male,6.51,1.83,3.6,3.05,Fair,Low,7.97,2.62,No,Neutral,
USER-05360,29.0,Other,11.99,2.69,3.59,12.0,Good,Medium,6.12,6.54,No,Negative,
USER-05361,35.0,Female,11.28,6.86,1.56,8.22,Fair,Low,7.11,9.34,Yes,Neutral,
